url,quote,source_field,context,outcome
https://roma.corriere.it/notizie/politica/26_febbraio_19/petrecca-l-addio-citando-il-vangelo-ora-e-caccia-al-traditore-3ba1268b-70ad-482f-8242-7301cf859xlk.shtml,traditore,title,"Petrecca, l'addio citando il Vangelo: ora è caccia al «traditore»",
https://roma.corriere.it/notizie/politica/26_febbraio_19/petrecca-l-addio-citando-il-vangelo-ora-e-caccia-al-traditore-3ba1268b-70ad-482f-8242-7301cf859xlk.shtml,traditore,body,"Antonella Baccaro Lunga la lista degli ex amici, tra i colleghi e all’interno di Fratelli d’Italia È caccia al «traditore» in Rai, dopo che Paolo Petrecca ha accompagnato le sue dimissioni da Rai Spor",
https://roma.corriere.it/notizie/politica/26_febbraio_19/petrecca-l-addio-citando-il-vangelo-ora-e-caccia-al-traditore-3ba1268b-70ad-482f-8242-7301cf859xlk.shtml,Dopo tutto quello che ho fatto per loro! Non me lo merito...,body,"Antonella Baccaro Lunga la lista degli ex amici, tra i colleghi e all’interno di Fratelli d’Italia È caccia al «traditore» in Rai, dopo che Paolo Petrecca ha accompagnato le sue dimissioni da Rai Spor",
https://roma.corriere.it/notizie/politica/26_febbraio_19/petrecca-l-addio-citando-il-vangelo-ora-e-caccia-al-traditore-3ba1268b-70ad-482f-8242-7301cf859xlk.shtml,traditore,body,"Antonella Baccaro Lunga la lista degli ex amici, tra i colleghi e all’interno di Fratelli d’Italia È caccia al «traditore» in Rai, dopo che Paolo Petrecca ha accompagnato le sue dimissioni da Rai Spor",
https://video.corriere.it/politica/meloni-a-sky-tg24-le-parole-di-mattarella-sono-giuste-e-doverose/4df4fb8f-419b-4d28-b5dd-9d1cea0c0xlk,Le parole di Mattarella sono giuste e doverose,title,Meloni a Sky Tg24: «Le parole di Mattarella sono giuste e doverose»,
https://video.corriere.it/politica/meloni-a-sky-tg24-le-parole-di-mattarella-sono-giuste-e-doverose/4df4fb8f-419b-4d28-b5dd-9d1cea0c0xlk,Sul referendum qualcuno vuole la lotta nel fango,body,"Embed ✓ Codice embed copiato negli appunti «Sul referendum qualcuno vuole la lotta nel fango» CorriereTv «Ho trovato le parole del presidente della Repubblica giuste, credo sia giusto il richiamo al r",
https://video.corriere.it/politica/meloni-a-sky-tg24-le-parole-di-mattarella-sono-giuste-e-doverose/4df4fb8f-419b-4d28-b5dd-9d1cea0c0xlk,"Ho trovato le parole del presidente della Repubblica giuste, credo sia giusto il richiamo al rispetto tra istituzioni , penso che sia giusto il passaggio in cui Mattarella dice che è importante che una istituzione come il Csm si mantenga estranea dalle diatribe politiche",body,"Embed ✓ Codice embed copiato negli appunti «Sul referendum qualcuno vuole la lotta nel fango» CorriereTv «Ho trovato le parole del presidente della Repubblica giuste, credo sia giusto il richiamo al r",
https://video.corriere.it/politica/meloni-a-sky-tg24-le-parole-di-mattarella-sono-giuste-e-doverose/4df4fb8f-419b-4d28-b5dd-9d1cea0c0xlk,"Io penso - ha aggiunto la premier - che sia molto importante che questa campagna elettorale referendaria rimanga sul merito di quello di cui noi stiamo parlando. Vedo un tentativo di, diciamo, trascinarla in una sorta di lotta nel fango . Mi pare che sia un tentativo che interessa più quelli che hanno una difficoltà ad attaccare una riforma che in passato hanno per varie parti sostenuto e proposto. Credo che sicuramente non convenga a chi come noi ritiene di aver fatto banalmente una riforma di buon senso",body,"Embed ✓ Codice embed copiato negli appunti «Sul referendum qualcuno vuole la lotta nel fango» CorriereTv «Ho trovato le parole del presidente della Repubblica giuste, credo sia giusto il richiamo al r",
https://video.corriere.it/politica/meloni-a-sky-tg24-le-parole-di-mattarella-sono-giuste-e-doverose/4df4fb8f-419b-4d28-b5dd-9d1cea0c0xlk,Le parole di Mattarella sono giuste e doverose,body,"Embed ✓ Codice embed copiato negli appunti «Sul referendum qualcuno vuole la lotta nel fango» CorriereTv «Ho trovato le parole del presidente della Repubblica giuste, credo sia giusto il richiamo al r",
https://video.corriere.it/politica/meloni-a-sky-tg24-le-parole-di-mattarella-sono-giuste-e-doverose/4df4fb8f-419b-4d28-b5dd-9d1cea0c0xlk,"Dimenticate le app di incontri, vi basta venire in un pronto soccorso...",body,"Embed ✓ Codice embed copiato negli appunti «Sul referendum qualcuno vuole la lotta nel fango» CorriereTv «Ho trovato le parole del presidente della Repubblica giuste, credo sia giusto il richiamo al r",
https://video.corriere.it/politica/meloni-a-sky-tg24-le-parole-di-mattarella-sono-giuste-e-doverose/4df4fb8f-419b-4d28-b5dd-9d1cea0c0xlk,Si inc...ano anche gli pseudocomici,body,"Embed ✓ Codice embed copiato negli appunti «Sul referendum qualcuno vuole la lotta nel fango» CorriereTv «Ho trovato le parole del presidente della Repubblica giuste, credo sia giusto il richiamo al r",
https://video.corriere.it/politica/meloni-a-sky-tg24-le-parole-di-mattarella-sono-giuste-e-doverose/4df4fb8f-419b-4d28-b5dd-9d1cea0c0xlk,"La mia nomina? Non posso parlare, prima devo chiedere all'azienda",body,"Embed ✓ Codice embed copiato negli appunti «Sul referendum qualcuno vuole la lotta nel fango» CorriereTv «Ho trovato le parole del presidente della Repubblica giuste, credo sia giusto il richiamo al r",
https://video.corriere.it/politica/meloni-a-sky-tg24-le-parole-di-mattarella-sono-giuste-e-doverose/4df4fb8f-419b-4d28-b5dd-9d1cea0c0xlk,Le parole di Mattarella sono giuste e doverose,body,"Embed ✓ Codice embed copiato negli appunti «Sul referendum qualcuno vuole la lotta nel fango» CorriereTv «Ho trovato le parole del presidente della Repubblica giuste, credo sia giusto il richiamo al r",
https://video.corriere.it/politica/meloni-a-sky-tg24-le-parole-di-mattarella-sono-giuste-e-doverose/4df4fb8f-419b-4d28-b5dd-9d1cea0c0xlk,Fondamentale esserci,body,"Embed ✓ Codice embed copiato negli appunti «Sul referendum qualcuno vuole la lotta nel fango» CorriereTv «Ho trovato le parole del presidente della Repubblica giuste, credo sia giusto il richiamo al r",
https://video.corriere.it/politica/meloni-a-sky-tg24-le-parole-di-mattarella-sono-giuste-e-doverose/4df4fb8f-419b-4d28-b5dd-9d1cea0c0xlk,Una decisione che lascia senza parole. Assurdo,body,"Embed ✓ Codice embed copiato negli appunti «Sul referendum qualcuno vuole la lotta nel fango» CorriereTv «Ho trovato le parole del presidente della Repubblica giuste, credo sia giusto il richiamo al r",
https://video.corriere.it/politica/meloni-a-sky-tg24-le-parole-di-mattarella-sono-giuste-e-doverose/4df4fb8f-419b-4d28-b5dd-9d1cea0c0xlk,Ci sarà occasione di parlarne in Vigilanza Rai con l'Ad Rossi,body,"Embed ✓ Codice embed copiato negli appunti «Sul referendum qualcuno vuole la lotta nel fango» CorriereTv «Ho trovato le parole del presidente della Repubblica giuste, credo sia giusto il richiamo al r",
https://video.corriere.it/politica/board-of-peace-meloni-a-sky-tg24-fondamentale-esserci/fea6f397-abc3-4a82-bc67-c3940eb7bxlk,Fondamentale esserci,title,"Board of peace, Meloni a Sky tg24: «Fondamentale esserci»",
https://video.corriere.it/politica/board-of-peace-meloni-a-sky-tg24-fondamentale-esserci/fea6f397-abc3-4a82-bc67-c3940eb7bxlk,Le parole di Mattarella sono giuste e doverose,body,Embed ✓ Codice embed copiato negli appunti La premier a tutto campo su politica interna estera CorriereTv Video del giorno Meloni a Sky Tg24: «Le parole di Mattarella sono giuste e doverose» La sorell,
https://video.corriere.it/politica/board-of-peace-meloni-a-sky-tg24-fondamentale-esserci/fea6f397-abc3-4a82-bc67-c3940eb7bxlk,"Dimenticate le app di incontri, vi basta venire in un pronto soccorso...",body,Embed ✓ Codice embed copiato negli appunti La premier a tutto campo su politica interna estera CorriereTv Video del giorno Meloni a Sky Tg24: «Le parole di Mattarella sono giuste e doverose» La sorell,
https://video.corriere.it/politica/board-of-peace-meloni-a-sky-tg24-fondamentale-esserci/fea6f397-abc3-4a82-bc67-c3940eb7bxlk,Si inc...ano anche gli pseudocomici,body,Embed ✓ Codice embed copiato negli appunti La premier a tutto campo su politica interna estera CorriereTv Video del giorno Meloni a Sky Tg24: «Le parole di Mattarella sono giuste e doverose» La sorell,
https://video.corriere.it/politica/board-of-peace-meloni-a-sky-tg24-fondamentale-esserci/fea6f397-abc3-4a82-bc67-c3940eb7bxlk,"La mia nomina? Non posso parlare, prima devo chiedere all'azienda",body,Embed ✓ Codice embed copiato negli appunti La premier a tutto campo su politica interna estera CorriereTv Video del giorno Meloni a Sky Tg24: «Le parole di Mattarella sono giuste e doverose» La sorell,
https://video.corriere.it/politica/board-of-peace-meloni-a-sky-tg24-fondamentale-esserci/fea6f397-abc3-4a82-bc67-c3940eb7bxlk,Le parole di Mattarella sono giuste e doverose,body,Embed ✓ Codice embed copiato negli appunti La premier a tutto campo su politica interna estera CorriereTv Video del giorno Meloni a Sky Tg24: «Le parole di Mattarella sono giuste e doverose» La sorell,
https://video.corriere.it/politica/board-of-peace-meloni-a-sky-tg24-fondamentale-esserci/fea6f397-abc3-4a82-bc67-c3940eb7bxlk,Fondamentale esserci,body,Embed ✓ Codice embed copiato negli appunti La premier a tutto campo su politica interna estera CorriereTv Video del giorno Meloni a Sky Tg24: «Le parole di Mattarella sono giuste e doverose» La sorell,
https://video.corriere.it/politica/board-of-peace-meloni-a-sky-tg24-fondamentale-esserci/fea6f397-abc3-4a82-bc67-c3940eb7bxlk,Una decisione che lascia senza parole. Assurdo,body,Embed ✓ Codice embed copiato negli appunti La premier a tutto campo su politica interna estera CorriereTv Video del giorno Meloni a Sky Tg24: «Le parole di Mattarella sono giuste e doverose» La sorell,
https://video.corriere.it/politica/board-of-peace-meloni-a-sky-tg24-fondamentale-esserci/fea6f397-abc3-4a82-bc67-c3940eb7bxlk,Ci sarà occasione di parlarne in Vigilanza Rai con l'Ad Rossi,body,Embed ✓ Codice embed copiato negli appunti La premier a tutto campo su politica interna estera CorriereTv Video del giorno Meloni a Sky Tg24: «Le parole di Mattarella sono giuste e doverose» La sorell,
https://roma.corriere.it/notizie/politica/26_febbraio_19/meloni-bene-mattarella-rispetto-istituzioni-referendum-cbe37ed9-3a98-40df-af84-5f2f79b9exlk.shtml,Bene Mattarella sul rispetto fra istituzioni. Sul referendum qualcuno vuole la lotta nel fango,title,Giorgia Meloni: «Bene Mattarella sul rispetto fra istituzioni. Sul referendum qualcuno vuole la lotta nel fango»,
https://roma.corriere.it/notizie/politica/26_febbraio_19/meloni-bene-mattarella-rispetto-istituzioni-referendum-cbe37ed9-3a98-40df-af84-5f2f79b9exlk.shtml,Il referendum non è un voto sul governo. La nostra una riforma di buon senso,body,Paola Di Caro La presidente del Consiglio: «Il referendum non è un voto sul governo. La nostra una riforma di buon senso» Una lunga intervista concessa a Sky TG24 per spiegare nei minimi particolari l,
https://roma.corriere.it/notizie/politica/26_febbraio_19/meloni-bene-mattarella-rispetto-istituzioni-referendum-cbe37ed9-3a98-40df-af84-5f2f79b9exlk.shtml,"andare a votare per se stessi, non per me o contro di me",body,Paola Di Caro La presidente del Consiglio: «Il referendum non è un voto sul governo. La nostra una riforma di buon senso» Una lunga intervista concessa a Sky TG24 per spiegare nei minimi particolari l,
https://roma.corriere.it/notizie/politica/26_febbraio_19/meloni-bene-mattarella-rispetto-istituzioni-referendum-cbe37ed9-3a98-40df-af84-5f2f79b9exlk.shtml,"Saremo giudicati nel complesso delle cose fatte nel 2027, alle Politiche. Qualsiasi decisione sul referendum non inciderà sul governo",body,Paola Di Caro La presidente del Consiglio: «Il referendum non è un voto sul governo. La nostra una riforma di buon senso» Una lunga intervista concessa a Sky TG24 per spiegare nei minimi particolari l,
https://roma.corriere.it/notizie/politica/26_febbraio_19/meloni-bene-mattarella-rispetto-istituzioni-referendum-cbe37ed9-3a98-40df-af84-5f2f79b9exlk.shtml,in queste ore,body,Paola Di Caro La presidente del Consiglio: «Il referendum non è un voto sul governo. La nostra una riforma di buon senso» Una lunga intervista concessa a Sky TG24 per spiegare nei minimi particolari l,
https://roma.corriere.it/notizie/politica/26_febbraio_19/meloni-bene-mattarella-rispetto-istituzioni-referendum-cbe37ed9-3a98-40df-af84-5f2f79b9exlk.shtml,"le sue parole giuste. Credo sia giusto il richiamo al rispetto tra istituzioni , penso che sia giusto",body,Paola Di Caro La presidente del Consiglio: «Il referendum non è un voto sul governo. La nostra una riforma di buon senso» Una lunga intervista concessa a Sky TG24 per spiegare nei minimi particolari l,
https://roma.corriere.it/notizie/politica/26_febbraio_19/meloni-bene-mattarella-rispetto-istituzioni-referendum-cbe37ed9-3a98-40df-af84-5f2f79b9exlk.shtml,"il passaggio in cui (Mattarella, ndr) dice: è importante che una istituzione come il Csm si mantenga estranea dalle diatribe politiche",body,Paola Di Caro La presidente del Consiglio: «Il referendum non è un voto sul governo. La nostra una riforma di buon senso» Una lunga intervista concessa a Sky TG24 per spiegare nei minimi particolari l,
https://roma.corriere.it/notizie/politica/26_febbraio_19/meloni-bene-mattarella-rispetto-istituzioni-referendum-cbe37ed9-3a98-40df-af84-5f2f79b9exlk.shtml,Le parole di Mattarella sono giuste e doverose,body,Paola Di Caro La presidente del Consiglio: «Il referendum non è un voto sul governo. La nostra una riforma di buon senso» Una lunga intervista concessa a Sky TG24 per spiegare nei minimi particolari l,
https://roma.corriere.it/notizie/politica/26_febbraio_19/meloni-bene-mattarella-rispetto-istituzioni-referendum-cbe37ed9-3a98-40df-af84-5f2f79b9exlk.shtml,Vedo un tentativo di trascinare la campagna elettorale in una sorta di lotta nel fango . Mi pare che sia un tentativo che interessa più quelli che hanno una difficoltà ad attaccare una riforma che in passato hanno per varie parti sostenuto e proposto,body,Paola Di Caro La presidente del Consiglio: «Il referendum non è un voto sul governo. La nostra una riforma di buon senso» Una lunga intervista concessa a Sky TG24 per spiegare nei minimi particolari l,
https://roma.corriere.it/notizie/politica/26_febbraio_19/meloni-bene-mattarella-rispetto-istituzioni-referendum-cbe37ed9-3a98-40df-af84-5f2f79b9exlk.shtml,riforma di buonsenso,body,Paola Di Caro La presidente del Consiglio: «Il referendum non è un voto sul governo. La nostra una riforma di buon senso» Una lunga intervista concessa a Sky TG24 per spiegare nei minimi particolari l,
https://roma.corriere.it/notizie/politica/26_febbraio_19/meloni-bene-mattarella-rispetto-istituzioni-referendum-cbe37ed9-3a98-40df-af84-5f2f79b9exlk.shtml,"serve solo a chi non vuole parlarne nel merito: vogliamo una giustizia più giusta, liberare i magistrati dal giogo delle correnti e instaurare il principio che anche un magistrato quando sbaglia venga giudicato da un giudice terzo",body,Paola Di Caro La presidente del Consiglio: «Il referendum non è un voto sul governo. La nostra una riforma di buon senso» Una lunga intervista concessa a Sky TG24 per spiegare nei minimi particolari l,
https://roma.corriere.it/notizie/politica/26_febbraio_19/meloni-bene-mattarella-rispetto-istituzioni-referendum-cbe37ed9-3a98-40df-af84-5f2f79b9exlk.shtml,interessa solo a chi non vuole stare nel merito,body,Paola Di Caro La presidente del Consiglio: «Il referendum non è un voto sul governo. La nostra una riforma di buon senso» Una lunga intervista concessa a Sky TG24 per spiegare nei minimi particolari l,
https://roma.corriere.it/notizie/politica/26_febbraio_19/meloni-bene-mattarella-rispetto-istituzioni-referendum-cbe37ed9-3a98-40df-af84-5f2f79b9exlk.shtml,"I sondaggi a sei settimane dal voto non significano niente, si decide alla fine, la vera campagna deve ancora cominciare . Io consiglio di andare a votare con coscienza non per o contro di me, ma perché questa riforma incide sulla vita dei cittadini e lo farà anche dopo questo governo. Non capisco i toni apocalittici che stanno accompagnando questa riforma. Si vota alle Politiche tra un anno: l’occasione per mandarci a casa è quella, spero che saremo giudicati però non su una riforma, ma su cinquecento cose fatte",body,Paola Di Caro La presidente del Consiglio: «Il referendum non è un voto sul governo. La nostra una riforma di buon senso» Una lunga intervista concessa a Sky TG24 per spiegare nei minimi particolari l,
https://roma.corriere.it/notizie/politica/26_febbraio_19/meloni-bene-mattarella-rispetto-istituzioni-referendum-cbe37ed9-3a98-40df-af84-5f2f79b9exlk.shtml,molto concreta,body,Paola Di Caro La presidente del Consiglio: «Il referendum non è un voto sul governo. La nostra una riforma di buon senso» Una lunga intervista concessa a Sky TG24 per spiegare nei minimi particolari l,
https://roma.corriere.it/notizie/politica/26_febbraio_19/meloni-bene-mattarella-rispetto-istituzioni-referendum-cbe37ed9-3a98-40df-af84-5f2f79b9exlk.shtml,tregua è fragile,body,Paola Di Caro La presidente del Consiglio: «Il referendum non è un voto sul governo. La nostra una riforma di buon senso» Una lunga intervista concessa a Sky TG24 per spiegare nei minimi particolari l,
https://roma.corriere.it/notizie/politica/26_febbraio_19/meloni-bene-mattarella-rispetto-istituzioni-referendum-cbe37ed9-3a98-40df-af84-5f2f79b9exlk.shtml,tutti i Paesi interessati a una pace nell’area,body,Paola Di Caro La presidente del Consiglio: «Il referendum non è un voto sul governo. La nostra una riforma di buon senso» Una lunga intervista concessa a Sky TG24 per spiegare nei minimi particolari l,
https://roma.corriere.it/notizie/politica/26_febbraio_19/meloni-bene-mattarella-rispetto-istituzioni-referendum-cbe37ed9-3a98-40df-af84-5f2f79b9exlk.shtml,"almeno questa, per fortuna, è condivisa da tutti",body,Paola Di Caro La presidente del Consiglio: «Il referendum non è un voto sul governo. La nostra una riforma di buon senso» Una lunga intervista concessa a Sky TG24 per spiegare nei minimi particolari l,
https://roma.corriere.it/notizie/politica/26_febbraio_19/meloni-bene-mattarella-rispetto-istituzioni-referendum-cbe37ed9-3a98-40df-af84-5f2f79b9exlk.shtml,"assicurarsi che Teheran non si doti dell’arma nucleare, per evitare elementi esplosivi",body,Paola Di Caro La presidente del Consiglio: «Il referendum non è un voto sul governo. La nostra una riforma di buon senso» Una lunga intervista concessa a Sky TG24 per spiegare nei minimi particolari l,
https://roma.corriere.it/notizie/politica/26_febbraio_19/meloni-bene-mattarella-rispetto-istituzioni-referendum-cbe37ed9-3a98-40df-af84-5f2f79b9exlk.shtml,c’è buona volontà di farlo,body,Paola Di Caro La presidente del Consiglio: «Il referendum non è un voto sul governo. La nostra una riforma di buon senso» Una lunga intervista concessa a Sky TG24 per spiegare nei minimi particolari l,
https://roma.corriere.it/notizie/politica/26_febbraio_19/meloni-bene-mattarella-rispetto-istituzioni-referendum-cbe37ed9-3a98-40df-af84-5f2f79b9exlk.shtml,"importanti passi in avanti sulle garanzie di sicurezza per Kiev , che si muovono sulla base di una proposta avanzata da tempo dall’Italia",body,Paola Di Caro La presidente del Consiglio: «Il referendum non è un voto sul governo. La nostra una riforma di buon senso» Una lunga intervista concessa a Sky TG24 per spiegare nei minimi particolari l,
https://roma.corriere.it/notizie/politica/26_febbraio_19/meloni-bene-mattarella-rispetto-istituzioni-referendum-cbe37ed9-3a98-40df-af84-5f2f79b9exlk.shtml,la Russia continua ad avere sul territorio pretese irragionevoli. Noi siamo per una pace giusta,body,Paola Di Caro La presidente del Consiglio: «Il referendum non è un voto sul governo. La nostra una riforma di buon senso» Una lunga intervista concessa a Sky TG24 per spiegare nei minimi particolari l,
https://roma.corriere.it/notizie/politica/26_febbraio_19/meloni-bene-mattarella-rispetto-istituzioni-referendum-cbe37ed9-3a98-40df-af84-5f2f79b9exlk.shtml,Fondamentale esserci,body,Paola Di Caro La presidente del Consiglio: «Il referendum non è un voto sul governo. La nostra una riforma di buon senso» Una lunga intervista concessa a Sky TG24 per spiegare nei minimi particolari l,
https://corrieredellaltoadige.corriere.it/notizie/politica/26_febbraio_19/merano-la-sindaca-zeller-frena-l-espansione-creare-nuovi-alloggi-senza-aumentare-la-densita-edilizia-13acc3d2-8cc5-4a4c-9c63-c6f15dc08xlk.shtml,frena,title,"Merano, la sindaca Zeller «frena» l'espansione: «Creare nuovi alloggi senza aumentare la densità edilizia»",
https://corrieredellaltoadige.corriere.it/notizie/politica/26_febbraio_19/merano-la-sindaca-zeller-frena-l-espansione-creare-nuovi-alloggi-senza-aumentare-la-densita-edilizia-13acc3d2-8cc5-4a4c-9c63-c6f15dc08xlk.shtml,Creare nuovi alloggi senza aumentare la densità edilizia,title,"Merano, la sindaca Zeller «frena» l'espansione: «Creare nuovi alloggi senza aumentare la densità edilizia»",
https://corrieredellaltoadige.corriere.it/notizie/politica/26_febbraio_19/merano-la-sindaca-zeller-frena-l-espansione-creare-nuovi-alloggi-senza-aumentare-la-densita-edilizia-13acc3d2-8cc5-4a4c-9c63-c6f15dc08xlk.shtml,Ma serve uno sviluppo di qualità,body,"Enzo Coco La sindaca ha fatto il punto sulle aree edificabili: «Ma serve uno sviluppo di qualità» Le aree edificabili a Merano ormai sono arcinote e non mancano, ma il messaggio che ieri, 18 febbraio,",
https://corrieredellaltoadige.corriere.it/notizie/politica/26_febbraio_19/merano-la-sindaca-zeller-frena-l-espansione-creare-nuovi-alloggi-senza-aumentare-la-densita-edilizia-13acc3d2-8cc5-4a4c-9c63-c6f15dc08xlk.shtml,"prendendo sul serio le preoccupazioni della popolazione. L’attuale carenza di alloggi - ha ribadito la prima cittadina - comporta sempre più spesso anche sfide sociali. È quindi necessario trovare un equilibrio responsabile , poiché fino alla completa elaborazione del programma di sviluppo comunale non è possibile sospendere completamente le misure di sviluppo necessarie",body,"Enzo Coco La sindaca ha fatto il punto sulle aree edificabili: «Ma serve uno sviluppo di qualità» Le aree edificabili a Merano ormai sono arcinote e non mancano, ma il messaggio che ieri, 18 febbraio,",
https://corrieredeltrentino.corriere.it/notizie/cronaca/26_febbraio_19/inceneritore-la-partita-entra-nel-vivo-attese-le-proposte-sulle-tecnologia-e-il-luogo-dove-sorgera-l-impianto-98c197d1-a3c2-45d6-b5b7-f5ac5af69xlk.shtml,Attendiamo che siano definite le modalità di elezione del presidente dell’Egato,body,"Marika Giovannini Attesa per l’assemblea dell’Egato, l’ente che dovrà occuparsi della gestione integrata dei rifiuti Gli occhi sono puntati su lunedì prossimo, 23 febbraio: dopo mesi di attese e di po",
